,text,target
646,Enjoy the holiday season with the ones you love. Michelle and I wish you a very Merry Christmas! https://t.co/LKLqlYfFUw,1
647,"There’s no better time than the holidays to give back to your community. Yesterday I got to do just that at @ChildrensHealth. As we celebrate the season and look forward to 2019, let’s recommit to doing our part to build a world that is a little more generous, tolerant, and kind. https://t.co/77rcNoY8jn",1
648,"Merry Christmas and happy holidays to the extraordinary kids, families, and staff at Children’s National. And thanks for humoring me as your stand-in Santa. https://t.co/mFmYCVk7cr",1
649,Today is the last day of open enrollment. That means it’s the deadline to make sure you and the people you love have health insurance in 2019. So head over to https://t.co/ob1Ynoesod to get covered! Here’s what else you need to know today about health care: https://t.co/gosn6c6uCa,1
650,"Joe is right. Head to https://t.co/SS87NTsgJt before tomorrow’s deadline. And nice bracelet, by the way. https://t.co/NFy3LxZe3f",1
651,"As Bobby Kennedy taught us, the thing about hope is that it travels through space *and* time, first splashing against the rocks, but eventually breaking down the walls of cruelty and injustice. And if we do our best with the time we’re given, others will take hope in our example. https://t.co/RMJgrWQhP2",1
652,"No jump shots. No ferns. No memes. Not this time. I’m going to give it to you straight: If you need health insurance for 2019, the deadline to get covered is December 15. Go to https://t.co/ob1Ynoesod today and pass this on — you just might save a life. https://t.co/8mHMsXGY0g",1
653,"Happy Hanukkah! Over these eight nights, we draw inspiration from light that can overpower any darkness, and recommit ourselves to building a brighter future for our families, our communities, and our world. Chag Sameach from the Obama family to yours.",1
654,"America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today, they are also filled with gratitude. Our thoughts are with the entire Bush family tonight – and all who were inspired by George and Barbara’s example. https://t.co/g9OUPu2pjY",1
655,"I am grateful for the next generation of leaders -- the young people who are tolerant, creative, idealistic and doing the work to create the world as it should be. Who understand that hope requires action. From the Obama family to yours, Happy Thanksgiving. https://t.co/AbjXUwCh6z",1
656,"Thanks to the Chicago @FoodDepository team for all you do and to the volunteers who are doing great work and let me crash today. Happy Thanksgiving, everybody! https://t.co/r4QeBeCoT1",1
657,"When someone shares their story, we see the world through their eyes. I’m looking forward to hearing a few from leaders around the world and sharing my own at the @ObamaFoundation Summit in Chicago. Tune in at https://t.co/GYkEOK8EuT. https://t.co/sOllDsDA1Z",1
658,"Our future depends on all our young people, including our boys and young men of color, being able to achieve their dreams. Today, I’m proud to share @MBK_Alliance’s first investments in communities devoted to this mission. Get inspired: https://t.co/dKLWPvrFPC",1
659,"Of course, @MichelleObama’s my wife, so I’m a little biased here. But she also happens to be brilliant, funny, wise – one of a kind. This book tells her quintessentially American story. I love it because it faithfully reflects the woman I have loved for so long. https://t.co/X0i9jja4TE",1
660,"Michelle and I are heartbroken for everybody who’s lost so much in California, and grateful for the heroism of the firefighters who’ve been risking their lives around the clock to save others. Please do what you can to help our fellow Americans in need: https://t.co/13rm1D6Rwk",1
661,"To all our veterans and your families: thank you. There's no tribute that can truly match the magnitude of your service and sacrifice. But all of us can do our best to live up to the American values of service, responsibility, generosity, and citizenship that you helped defend.",1
662,"Congratulations to everybody who showed up and participated in our democracy in record numbers yesterday. The change we need won’t come from one election alone – but it is a start. Last night, voters across the country started it. https://t.co/gNk4WkeJUn",1
663,"Today is the day. Today, it’s your turn to raise your voice to change the course of this country for the better. So make it count. Get out there and vote. Go to https://t.co/NKXRGNgbZX or call 833-336-VOTE to confirm where you can vote and check voting hours. https://t.co/6xdMbKhwkr",1
664,"If you take that power and vote, something powerful happens. Change happens. Hope happens. And with each new step we take in the direction of fairness, and justice, and equality, and opportunity, hope spreads. Go vote! https://t.co/NKXRGNgbZX",1
665,"When you vote, you have the power to make it easier for a student to afford college, and harder for a disturbed person to shoot up a classroom. When you vote, you have the power to make sure a family keeps its health insurance.",1
666,"When you vote, you have the power to protect voting rights. To make sure our criminal justice system treats everyone equally under the law. To strengthen laws that protect women in the workplace from harassment – and make sure they’re paid equally.",1
667,"When we've been at such crossroads before, Americans have made the right choice. Not because we sat back and waited for history to happen -- but because we marched, and mobilized, and voted. We made history happen.",1
668,Tomorrow’s elections might be the most important of our lifetimes. The health care of millions is on the ballot. Making sure working families get a fair shake is on the ballot. The character of our country is on the ballot.,1
669,"Speaking of preexisting conditions, open enrollment starts today. If you or someone you know needs health care, visit https://t.co/ob1Ynoesod. Thanks to financial help, most people can find plans for $75/month or less, so check out your options and find a plan that works for you. https://t.co/R52X9sgkbP",1
670,"Elections matter. You have the power to protect a family’s health care. Make a plan, grab some friends, and vote: https://t.co/rY8Ip1km9p",1
671,"While we're talking about preexisting conditions, the ACA is the law that finally protected your coverage for preexisting conditions.

Those protections and your health care are absolutely at stake on Tuesday. Vote for Democrats who’ll protect them. https://t.co/BDDmY60u8k",1
